grp,id,screenName,content,valence,harm,arousal,fairness
0,742,usacmaniac,"@BarackObama  Control Radical Islamists and Terrorists/Lunatics, NOT our firearms and Constitutional Rights that I served to protect!",0.3125,1,0.891975386,0.51664933
0,743,CindyBr15464234,@DebraMessing @Everytown @MomsDemand @amyschumer A gun free world will not be a gun free world.  It will only be a world full of victims.,0.3125,2,0.943921946,0.418224921
0,744,CindyBr15464234,@WhiteHouse A gun free world will not be a gun free world.  It will only be a world full of victims.,0.3125,2,0.129849559,0.432919442
0,745,MattiMcGee,"@bmak_leroinoir gun laws won't do anything but punish those that obey. Those who do these things, you think they care if they break the law?",0.3125,2,0.491643875,0.749425534
1,746,pnorth,"@hardball if #trump  is so concerned about preventing terror then why no support for gun control? (I mean, I know why, but ask!)",0.3125,0,0.101220087,0.230797368
1,747,James_Flyreen,Guns don't kill people. Lack of comprehensive and common sense gun control that doesn't let a man on two FBI watch lists buy assault weapons,0.3125,2,0.917110506,0.932476038
0,748,NTXDuckhunts,why is this a gun thing and not a Islamic terrorist attack thing NO mention of this is being pursued its all about the gun,0.3125,2,0.067977672,0.948244525
1,749,Alec_Joseph_,@Ecpm821 @GDLtothePDX the second amendment is trash that should've been in the garbage years ago,0.3125,2,0.45419404,0.029697772
1,750,julienotjess,"Every day, 91 Americans are killed by gun violence. @SenatorKirk, we demand you pass common-sense gun laws.",0.3125,3,0.337864649,0.49327831
1,751,justinratti1,"Gun control won't work, so let's focus on realistic goals like building a giant wall, banning an entire faith and deporting 11 mil people",0.3125,0,0.430093348,0.700386505
1,752,CoFinnegan,"Every day, 88 Americans are killed by gun violence. @SenRonJohnson, we demand you pass common-sense gun laws.",0.3125,3,0.33502955,0.547736175
0,753,mjselker65,MEDIA MELTDOWN as Trump Calls on Second Amendment Hypocrite Clinton to Disarm Secret Service Detailhttps://t.co/MHZbZsTNuD,0.3125,0,0.431622931,0.624556053
0,754,CindyBr15464234,@Everytown A gun free world will not be a gun free world.  It will only be a world full of victims.,0.3125,2,0.088853346,0.33875124
0,755,katecallahan14,@NRA @realDonaldTrump where is the media hype about the failure of strict gun laws in Chicago?Oops doesn't fit the agenda  let's ignore it,0.333333333,0,0.732984971,0.474849078
1,756,OldstyleOmar69,"Chicago shootings,Too many guns in the streets of Chicago #trump said nothing in regards to gun control for Chicago.#NoSubstance #RNCinCLE",0.333333333,2,0.548473434,0.272968159
1,757,mari_sugimura,Congress: Stop blocking gun violence research https://t.co/eiwMCSP5ir via @Change,0.333333333,3,0.155929104,0.090718512
1,758,jagger0622,So the only candidate in this pres election cycle who brought up tightening up gun control was HRC.What's wrong w/these men?,0.333333333,2,0.543188261,0.035629495
1,759,michpottier,@Frank_Coleman76 @MJMCK3NNA this is homicide rate not gun violence. Territories construe stats.kill one person homicide per capita rockets,0.333333333,2,0.38330391,0.898911737
0,760,KEVIN_639,Cue the anti gun rhetoric as they once again blame the guns rather than to the person pulling the trigger,0.333333333,2,0.301174018,0.034552592
1,761,michaelsfarr,"#NoBillNoBreak  let's knock these republican cowards out of congress, they don't want to stand up to gun violence all because of the NRA?",0.333333333,2,0.067421104,0.462440357
1,762,TheCleverguy,Congress: Stop blocking gun violence research https://t.co/UIBB1gHk87 via @Change,0.333333333,0,0.744476088,0.449266468
1,763,lori_lundberg,Really McCain? I think right-wing hatred against LBGT community probably is and lack of gun control is to blame.  https://t.co/HdtrTxdogx,0.333333333,2,0.438089624,0.54658787
0,764,kelliegoodwin,"@aliciakeys - it's not gun violence, it's personal responsibility! When this happens instead of blaming everyone else, I'll listen.",0.333333333,0,0.535690659,0.60644375
1,765,JoshBigj1,It's a tragedy that this is the worst act of gun violence in US history. We must continue to stand in the fight for gun violence prevention.,0.333333333,3,0.096936685,0.870477748
0,766,DelhiMensBball,Hillary wants to toughen up gun laws because toddlers are shooting themselves but supports killing unborn children...interesting.,0.333333333,2,0.764630623,0.64842885
1,767,BethBoily,@RepDonaldPayne #NoBillNoBreak please take a stand on gun control. Your constituents are dying needlessly.,0.333333333,1,0.978731025,0.795747529
1,768,RepMikeHonda,"We lose 30,000 people per year to gun violence. The cycle ends now! #DisarmHate",0.333333333,3,0.027541636,0.472879055
1,769,EmilyFultz91,What about how the GOP has failed too many Americans by not passing any gun control reform &amp; taking orders from NRA? https://t.co/NR1VUfID3W,0.333333333,0,0.363018239,0.875730162
1,770,wvkim,I just can't understand why republicans and @Sen_JoeManchin won't pass sensible gun control legislation. #NoFlyNoBuy,0.333333333,2,0.957700856,0.247309971
1,771,jackmeriwether,The U.S. will never be a fully developed nation until it develops more realistic gun regulations. Every other developed nation has it.,0.333333333,0,0.196047322,0.802926672
1,772,JewkeSkywalker,"I find it almost funny that in the wake of senseless tragedy that their ideology had a part in causing, most gun nuts go completely dark on",0.333333333,2,0.288225703,0.373656583
0,773,aaron_denman,WE NEED TOUGHER LAWS BACKGROUND CHECKS AND RESTRICTIONS ON PEOPLE WHO USE THE GUN EMOJI,0.333333333,0,0.497914461,0.202341482
1,774,JOEYD1,President Obama seems fed up with gun violence. At what point will this country do something about this? It keeps happening over and over,0.333333333,2,0.073817834,0.92253028
1,775,JTEX1976,Hey @NRA how do you feel about your boy @realDonaldTrump now?Earliest endorsement ever?NRA Against common sense gun laws and common sense,0.333333333,2,0.560610693,0.640908369
1,776,Quinnie42,@weather_talk @alicearnold1 @ClapBombsKane but I'm only killing myself if I smoke how is that a reasonable argument v gun crime,0.333333333,0,0.530827218,0.485041344
0,777,markew,"@chuckwoolery Left have taken a terrorist attack and spun it into an ""American"" Second Amendment issue.Upcoming SCOTUS appointments are Key!",0.333333333,2,0.230590665,0.421446208
0,778,mrwashout,"From the city with the strongest gun control laws! - 13 Killed, 43 Wounded In Father's Day Weekend Shootings https://t.co/p9vNMyEh2p #2A",0.333333333,2,0.796158388,0.957017409
1,779,catlynch_13,"Worst mass shooting in recent US history but nah, it's still not the ""right"" time to talk about gun control. If not now, then when?",0.333333333,2,0.101666709,0.064188247
0,780,radiodude1934,The Cringeworthy Reason Hillary Clinton’s Supporters Want To Repeal The Second Amendment https://t.co/vpBZuIeGQI via @dailycaller,0.333333333,0,0.618121678,0.010645085
1,781,MainEvent86,@TheAtlantic so why can't we pass gun control laws? Only 3 percent have half the guns! Guess it must be lobbying and special interests,0.333333333,1,0.004940959,0.593828469
1,782,taylor_mcgraw,How can GOP members claim to be pro life and anti common-sense gun control?  #NoBillNoBreak,0.333333333,2,0.862705037,0.997613691
1,783,lehocks,@realDonaldTrump Start with COMMON SENSE GUN CONTROL! You have the power-CONFRONT the NRA! Close gun loop holes!,0.333333333,1,0.588627242,0.158014313
1,784,Anyworld,"Every day, 91 Americans are killed by gun violence. @RepTedYoho, we demand you pass common-sense gun laws.  Ban assault weapons!",0.333333333,3,0.952773433,0.09289825
0,785,incognitowear,@markkay ReCallers worried abt gun branishmnt is ignorant. can't take gun 2vote #responsiblyarmed #2A #concealedcarry  <hashtag> gun owners dont branish <\hashtag>,0.333333333,0,0.773090824,0.428374174
1,786,starwarsmomma,"@RoyBlunt my problem is gun violence. Murders daily in KC and STL, which you are supposed to represent.",0.333333333,2,0.139718541,0.775370234
1,787,jadey_ladie,The media harps on the terrorism angle so hard that they epidemic of hate against LGBTQ people and the lax gun laws are completely ignored.,0.333333333,2,0.779480576,0.87521196
1,788,Masterfenix2009,"People are already turning the officer shooting about gun control. Guys, I get gun control is important, but this is a separate issue.",0.333333333,0,0.151713125,0.839290467
1,789,mkrigazio,Ashamed that Chair Welch allowed people to heckle survivors of gun violence during testimony.  No on SB12 permitless #nhleg #nhpolitics,0.333333333,2,0.337012341,0.288898684
0,790,49erRainbird,@TMZ @KimKardashian She is being protected by armed men and yet she supports Hillary who wants to take away our Second Amendment rights😡,0.333333333,2,0.490926866,0.005586235
0,791,Longhorn74BBA,Reporter: Not Safe to Trust Second Amendment to Hillary Clinton https://t.co/GhDwWTqbyb via @BreitbartNews,0.333333333,2,0.883265335,0.445310057
0,792,claysmith48,"@_icla_ Try gun controll? Um No, If you take evrybodys guns away, only the law biding citizens will give up there guns.",0.333333333,2,0.207035182,0.588325744
1,793,lmillerhill,Gun violence is connected to immigration reform? Someone tell #MikePence a majority of mass murders are white males born in the US?,0.333333333,2,0.5024082,0.348331292
0,794,MrBadWrench,So are the democrats going to continue to pretend that all of the gun control legislation they wanted was voted on and was defeated?,0.333333333,0,0.396858422,0.976564545
0,795,ruellen,@realDonaldTrump - Instead of Gun control POTUS could control ISIS training camp's which are being conducted on American SOIL as we speak!,0.333333333,0,0.397516373,0.32276218
0,796,TrigglyPuffsBra,"@Everytown Why isn't Switzerland listed? 1.2-4.5M guns in circ, 29% gun ownership, 0.49 gun related deaths per 100k in 2014. Inconvenient?",0.333333333,0,0.34492321,0.394082632
0,797,ItsJuliooo,and at the end of the day the government will want to use this situation to push forth gun control laws smh just watch,0.333333333,0,0.346079984,0.856551534
1,798,Gc1324,So congress can find money to hold another hearing on clinton's emails but can't act on Zika funding or gun control.,0.333333333,0,0.944770422,0.658832561
0,799,rmdeuskar,#OrlandoNightclubShooting gun control? Is it not important to control those who hold gun to kill innocent?,0.333333333,2,0.053966222,0.16312143
1,800,JerseyGirl2inPA,"@cspanwj @jahimes Odd that gun control laws are the only ones I ever hear ppl arguing will just be ignored, so they're pointless.",0.333333333,2,0.608956431,0.989949881
0,801,lenguardino,HILLARY BLAMING THE GUN ..TRUMP THE MOTIVE,0.333333333,0,0.806335379,0.51063584
0,802,TheDeviantBox,@ffolro he didn't have a gun license. Not to mention it was a gun free zone. Clearly didn't stop him did it Stuart?,0.333333333,2,0.41634542,0.471721762
0,803,pol_unfiltered,"If GUN CONTROL is the problem, why are countless kills motivated by Allahu Akbar still happening in Europe where guns are illegal?",0.333333333,2,0.184665693,0.824127821
0,804,nexuslobo,Obama is more concerned with gun control than protecting the nation.Wait until you hear Hillary's take.,0.333333333,2,0.640110567,0.174381359
0,805,strange_niles,"Unarmed, defenseless French citizens suffer yet another mass terrorist attack from a truck driver/shooter. #NRA https://t.co/mWiBZPEisN",0.333333333,2,0.940174937,0.469262175
0,806,havertyk73,@benshapiro  Jihadists attack with semi auto. Leftists call for gun ban. Win-win for Jihadists.,0.333333333,2,0.875463239,0.816086726
0,807,NicholasJMaggio,@_Horsefeathers_ he said non-gun owners were likely to sign gun control legislation. He denied talking with gun owners. He skewed the result,0.333333333,0,0.369642149,0.757358163
1,808,JohnnyGayzmonic,Please tell me we don't have a homophobia problem. Please tell me we don't have a gun control problem.,0.333333333,2,0.364963228,0.621064759
0,809,qballjeff,We need a president willing to stop this bullshit not blame it on gun laws,0.333333333,3,0.23672848,0.142830421
0,810,Keith_Stepanski,"@TommyG @BuffRalphie yep, only the law abiding follow laws, thats why gun control is ridiculous, only the criminals would have them!",0.333333333,2,0.976153054,0.912148337
1,811,CTREM31,@DavidPaulMinton @wesrucker247 gun violence half of America won't even acknowledge let alone try and prevent,0.333333333,2,0.245999708,0.140431596
1,812,abpeetz,This is fundamentally inexplicable - Senate rejects series of gun measures - CNN #commonsense #guncontrol  https://t.co/c54IparKIP,0.333333333,2,0.567560485,0.554510015
0,813,vickilab1,"#dnc all about gun control right now, seriously, how about knives, trucks and fertilizer bombs?",0.333333333,0,0.534236806,0.456926556
0,814,triston_cole,Watch the video. Unbelievable. What an outright attack on our second amendment rights. Elitism at its finest.... https://t.co/wdGNNnm8T8,0.333333333,2,0.284374942,0.137648525
1,815,dawgiel,does it come in the form of innocent lives lost in mass shootings? Or could it come in the form of stricter gun control so that your freedom,0.333333333,2,0.71916008,0.748576535
0,816,DannyRayfogg,@sethmoulton @RandomHero30 @ablington The Second Amendment is about going to war with the government that's why we need weapons of war,0.333333333,0,0.081411755,0.49219429
0,817,tmblack2,"Carry a gun (legally) is a constitutional right. Could you imagine @OhioUniversity taking more rights away? Religion, speech #OUconcealcarry",0.333333333,0,0.481731936,0.673571063
1,818,StaceFace22,Americans want control over mass immigration? Really? I'm pretty sure I'm far more concerned about gun violence and racism. #RNCinCLE,0.333333333,3,0.527122821,0.468610142
0,819,nbabhii,@TheJuanWilliams This country doesn't have a gun control problem. It has a terrorist control problem. #tcot,0.333333333,2,0.804777389,0.18784183
1,820,ReneNewell,@Forbes Well they didn't get rich because they were stupid. Would be interesting to see an IQ survey comparing Pro &amp; Against gun control.😬💥🔫,0.333333333,0,0.505290762,0.180794365
0,821,wsummervil4,"@SenRonJohnson How do you justify that rights to Life Liberty Pursuit of happiness of103 are obliterated by ""2nd amendment"" rights of 1?  $$",0.333333333,0,0.340662722,0.234556963
0,822,SCV4TRUMP,@Dangerangel Did you notice how gun violence tripled in Chicago when guns were banned? Nobody could defend themselves. #ProtectThe2nd,0.333333333,3,0.777475268,0.025644316
0,823,KEVIN_639,"No amount of new regulations or new gun control laws will work.  Chicago, New York and the State of California are proof of that @NRA",0.333333333,2,0.14341563,0.175021753
0,824,Rockr259,Knife attack in London... where the knife control activists at?,0.333333333,0,0.008701496,0.666792924
0,825,feedthebuzz,"truck control or gun control? how about terrorist control? Terror attack kills scores in Nice, France @CNN https://t.co/4T903uwC0X",0.333333333,2,0.978358705,0.812116885
1,826,vickieastus,"Trump is so deeply concerned about violence, he must be supporting safer gun laws and more attention to domestic violence and rape.",0.333333333,2,0.654950759,0.328833652
0,827,DustyBoll,@EyePixels this stuff never happens anywhere else! The countries that have gun control don't have mass shooting! He used a ghost gun!,0.333333333,2,0.908527963,0.480026147
1,828,jebuckingham,@TheLastWord Thanks to LOD for shutting down utter nonsense from Sarah Flores: abortion laws = gun control? She on drugs or just a fool?,0.333333333,3,0.991555252,0.088615894
1,829,bst1123,"Republicans Want To ‘Make America Safe Again,' But Won't Talk About Gun Violence - The Huffington Post - US https://t.co/vtGdNHQzBv",0.333333333,0,0.703705133,0.930765148
0,830,mcannock1,Terror threat is the single most powerful reason why the Second Amendment is vital to ensure people can and has right to defend themselves.,0.333333333,3,0.971337737,0.105953187
0,831,paulyswalnuts,This is what's wrong with America . We don't need more gun laws we need better citizens.... https://t.co/m4qWLTjC0R,0.333333333,2,0.824587573,0.566313476
0,832,jameswampler1,"@WSJ Understandably lashing out, horrified families blame the gun instead of the mental illness",0.333333333,2,0.522568389,0.589686297
0,833,TALTACMFG,Gun free Zone Mass Murder: stabbing attack in Japan leaves at least 19 dead.https://t.co/V10HuynKLu#2A,0.333333333,2,0.152421532,0.107699076
1,834,Gayeaucrat,"Who wants heaven? I can't handle 5 seconds with people who think thoughts &amp; prayers on gun violence will get them there, let alone eternity.",0.333333333,0,0.435745432,0.125909404
1,835,OwenOrRetro,@toosmart2Bleft @JanayaSamuels It was Trump supports crying the election was rigged and that they would put there second amendment to work,0.333333333,2,0.537717387,0.747525475
0,836,LiberalsEatAss,How can you defend mass immigration from Muslim nations and gun control when both would've helped cause this and make it worse? #Minnesota,0.333333333,2,0.487354117,0.106023035
1,837,nicmarais,"@SherryForChange Is that FLL? Shooter was a US national. Let's talk about gun control, not racist closing of doors on US perm. residents.",0.333333333,3,0.064600225,0.406111855
0,838,Jessica58658341,Obama #DNC talking gun control. I can't believe people still support him.🙁,0.333333333,0,0.368127207,0.117856716
0,839,park_dshark4,@Stepheng13TV the people who commit these mass shootings usually find guns illegally so why take away rights of responsible gun owners,0.333333333,2,0.728820974,0.545701966
0,840,PaladinHouse,CDC Study on Gun Violence DESTROYS Obama's New Gun Control Push https://t.co/G6kcK73HUU,0.333333333,0,0.942146036,0.234090069
1,841,quintal135,I just heard on the news that this isn't a matter of gun control @FoxNews are you high?,0.333333333,2,0.113286769,0.991730427
0,842,reid_slack,"Do people not realize ""criminals"" commit ""crime"" therefore a law exercising gun control does absolutely no good. #commonsense",0.333333333,2,0.941381372,0.047049613
0,843,1americannavy,If Hillary wants gun control she should start with her secret service detail making herself a gun free zone,0.333333333,0,0.831821289,0.038163151
1,844,yoNaijalliX,"#american #gun : by d tym proponents of free guns for all lose their grandchildren to irate gun men, America will tighten control on gun!",0.333333333,0,0.267212586,0.086163966
0,845,RedHeadedPicker,The gun control Capitol of the world. Gun grabbers are insane. https://t.co/VxxWyw7fQ7,0.333333333,0,0.462964425,0.288247276
0,846,StanleyBetts1,Where is the gun control Obama? #TheFive #KellyFile #OReillyFactor,0.333333333,0,0.175255401,0.818594769
0,847,2LoveAMaltese,Gun control is not the only problem. What are you going to do about hatred?,0.333333333,2,0.208852424,0.601583601
0,848,pastorjoebutler,She wants gun control to protect toddlers but believes that late term abortion is OK.  Do you see a problem here?,0.333333333,2,0.29352717,0.0461623
0,849,TheNewMinutemen,@JoshuaBermont Really? How's the strictest gun control going for Chicago &amp; Detroit as well as Paris?,0.333333333,0,0.132964287,0.634166108
1,850,allamosamine,Obama was just on TV blaming the republicans for blocking gun control legislation. He and Hillary act like guns... https://t.co/JPieEueqsO,0.333333333,2,0.565219075,0.573142081
1,851,TrixieConQueso,Listening to heart breaking stories of families torn apart by gun violence. We must close the loopholes. @MomsDemand #nmleg  #nmpol,0.333333333,2,0.883705771,0.067130078
0,852,Seelyjl,@CNN @PMgeezer when you deceivers quit calling it gun violence and call it what it is criminal violence. Then a solution can be found.,0.333333333,3,0.015588186,0.966927602
1,853,raeganpayne,A #GOT meme that perfectly expresses how I feel about the Republicans cockblocking gun control. https://t.co/hgozTPvcpb,0.354166667,0,0.483995436,0.7216324
1,854,RachelleBlidner,"The (Really, Really) Racist History Of Gun Control In America https://t.co/Unbvre6xMQ via @MTVNews",0.354166667,0,0.528850367,0.466287815
0,855,CarlinPendleton,"We need violence control not gun control. Background checks didn't work in Orlando, Sandy Hook, etc. What about baseball bats, machetes,",0.354166667,2,0.865324149,0.858691771
1,856,repjohnlewis,How many more times will we allow tragedy to be brought about by gun violence before we say enough is enough?,0.354166667,2,0.41961056,0.438260289
1,857,Kay1Denise,@BreakfastNews I hope you are not going to justify the watering down of the gun laws? The need for these weapons has not been justified.,0.354166667,2,0.272644935,0.346962951
1,858,ScowDog,Time for Drumpf to take responsibility for his words!Trump’s Wink Wink to ‘Second Amendment People’ https://t.co/MO4M6Fsjmm,0.354166667,2,0.23788586,0.32235582
0,859,77johngrab,@jaasonoakes @JoeKoltisko10 no. People who are going to do these acts will get guns either way. Gun control only hurts the victims,0.354166667,2,0.532221777,0.853665961
0,860,ldiveman2001,@brenthatley @DailyCaller I don't like newsom slipping his gun control on us,0.354166667,2,0.317370607,0.871185562
0,861,bwilsonNV,Another mass shooting in a GUN FREE ZONE.99% of all mass shootings happen in gun free zones.#EndGunFreeZones  https://t.co/uWlNcB9qsx,0.354166667,3,0.534749367,0.45572102
0,862,sethraygor44,Terrorist attack on Orlando night club has reporters and government officials debating on more gun laws or less gun laws. We have to debate?,0.354166667,2,0.218639159,0.882897278
1,863,mkrigazio,@KellyAyotte if you state 'no one should play politics with the heroin crisis' then why do you play politics with gun violence? #enough,0.354166667,2,0.455056315,0.32398052
1,864,Knecia,Interesting...the right doesn't want a thing to do with foreigners but can't stomach the thought of stricter gun laws for the same reason.,0.354166667,0,0.840675529,0.713825393
1,865,CorryWestbrook,"Less then 30% of Americans own guns, yet their voices drown out the other 70% in regard to gun laws. Money? Posey has taken $10K from NRA.",0.354166667,2,0.233331015,0.971212016
0,866,A42YearOldArab,@realDonaldTrump stupid gun laws there,0.354166667,0,0.83784833,0.823126012
0,867,libradiva27,"They ""found"" a gun in his pocket.. So #AltonSterling didn't pull the gun on them. So where's the threat? Is it illegal to just carry a gun??",0.354166667,0,0.782201279,0.325020201
0,868,Starwarsfan1998,@toucan2 gun control didn't help paris or brussels so why would it work here? @orlando,0.354166667,0,0.766854942,0.690831576
1,869,Call_Me_Kae,.@SenCoryGardner When will you take action to end gun violence? We're tired of preventable deaths. https://t.co/Fn77kvMpDT via @Everytown,0.354166667,3,0.12593197,0.773186161
1,870,Asantewa07,@SpeakerRyan Over $200K to do nothing but the bidding of the gun lobby while ppl pay with their lives. Sensible gun laws. #NoBillNoBreak,0.354166667,3,0.399864531,0.443995654
0,871,421sdChris,@NRA More criminals let free! Why is it that anti gun supporters aren't upset that known criminals with gun convictions set free?,0.354166667,2,0.861730601,0.940294656
1,872,kmurphyva,The #Dallas tragedy demonstrates the gun violence plague that afflicts every community. This is not our America. We have to do better.,0.354166667,2,0.118759012,0.674763931
0,873,Babyseal_19,"Gun law changes, black market for guns will just grow  https://t.co/XCP8Wq7inG",0.354166667,2,0.278543971,0.982125741
0,874,rachel_wilson20,The 5 U.S. Cities with the most and the strictest gun laws have the highest number of shootings/deaths. People will break the law regardless,0.354166667,2,0.193748241,0.881633329
0,875,prowler16,"this is serious people!""Gunpocalypse"" Gun Control Laws In California Are Here ! https://t.co/x8A1TEhsNl via @YouTube",0.354166667,2,0.932782954,0.52672617
0,876,JaniceQuackers,Instead of banning guns.... give everyone a gun so then we can shoot back !!!!  Arm yourselves people !!!!! Protect yourself !!! 🔫🔫🔫,0.354166667,3,0.453775555,0.835626551
1,877,Kk2boys,"Really people? Guess cus no of ur loved onesweren't affected or lost to gun violence,  u can make fun. At least they r trying #NoBillNoBreak",0.354166667,3,0.37788223,0.08906961
1,878,OERDavidHarris,I'm confused.  0 refugees have been linked to terrorist deaths.  Over 35k gun deaths each year. How about extreme vetting for gun owners?,0.354166667,2,0.80410865,0.353346087
0,879,wppeterson,Is it time to request gun control for Istanbul or should we be requesting Muslim control for the rest of the world?,0.354166667,2,0.539732952,0.305124515
0,880,Tmaglisco26,"@datmexican10 @HillaryClinton you right, but it's ok, her gun control will protect criminals lives 😂😂",0.354166667,2,0.888410563,0.796023355
0,881,gordonfactor85,The Phony ‘Public-Health Crisis’ of Gun Violence https://t.co/jEAntJ9mBU via @NRO,0.354166667,0,0.981332792,0.137142507
1,882,davidjbly,".@MikeCrapo It's possible. You can make that story happen. You can end senseless gun violence. You take money from the NRA, don't you? Why?",0.354166667,3,0.126565329,0.766854063
0,883,hondarails,"@wsschlosser  the #2A is your last defense against tyranny. Gun control worked great for the Nazis in Germany, not so much for the Jews",0.354166667,3,0.555038083,0.801942207
0,884,SConservativly,"Hillary wants to take guns away to reduce gun violence. Remember when the gov made alcohol illegal, that didn't stop nobody! https://t.co/laOKaUW9v8",0.354166667,0,0.84083891,0.394088983
0,885,alokchak,@DentforCongress will you allow gun violence research? Pl ask Speaker what he is afraid of,0.354166667,1,0.7979327,0.139714251
0,886,421sdChris,"@Bill_TPA @redneckbugg91 @Securion1 @NRA What is the new ""MAGIC"" law do you propose?Over 20k gun laws state &amp; fed. why don't they work?",0.354166667,2,0.284567408,0.822036181
0,887,RainmanTPS,#Apple fixed gun violence 🔫🔫🗡⚔💣🔪☠Why is Apple so afraid of a little picture of a gun?https://t.co/hpzY9tuChD,0.354166667,0,0.503956713,0.740338334
0,888,Tane_Bro,"Christina Grimmie is not special, many people die every year from gun violence in the USA, this case should not receive special attention.",0.354166667,2,0.264983747,0.760941886
1,889,LucasSchildbach,@dickfundy the fucked up thing is that more people care about DC vs Marvel than better gun control,0.354166667,0,0.313466964,0.759295379
0,890,0f8bf9a2e1d84b4,@JudgeJeanine  question is the Democratic party coordinating all the Violence to distract from Hillary's problems and/or gun control?,0.354166667,0,0.880103757,0.887957659
0,891,Longhorn74BBA,"Clinton’s Policy Team Cheered Murder Of Black Teen As Chance To Advance Gun Control, WikiLeaks Rev https://t.co/Ruj1Z3fY5k via @dailycaller",0.354166667,2,0.656106325,0.357609657
1,892,lnc96j,Republicans are enabling gun violence and terror under the guise of freedom. @SenatorBurr @ThomTillis @SpeakerRyan #NoBillNoBreak #Enough,0.354166667,2,0.643583413,0.876539595
0,893,miffer71,@LaurenDeStefano @KelliAnn_A France has zero guns. What's their discussion after the mass shooting they just had? More gun laws?,0.354166667,2,0.790251998,0.278075158
0,894,SuspiciousNews,Gun Control Would Not Have Prevented The Pulse Massacre in Orlando  https://t.co/8LjThKjUJf,0.354166667,2,0.626095014,0.892858631
0,895,LazarosSTL,@troj21 it's funny how these politicians sitting in against gun violence are likely the same ones that approve the killing of unborn babies.,0.354166667,2,0.717015315,0.846243337
0,896,Debo_3755,@FoxNews @POTUS another stage for him to push gun control...since a gun walked in and started shooting,0.354166667,2,0.484162154,0.606555336
1,897,shafyullah,@ssuyogk @KashmirFreedom7 Which one is terrorist ? the person who has gun or without of gun,0.354166667,0,0.130643568,0.660869352
1,898,kaneeka_k,"Stop blaming muslims and start blaming the real criminals - homophobes, guns and the lack of gun control laws",0.354166667,3,0.483149352,0.653084129
0,899,youngg4ever,"@GigiEtem @Austin_whan33 @PaygeIsamonster @Rbouch15 if someone wants to kill they will no ""measures"" will stop them.. def not gun control",0.354166667,2,0.370425694,0.05234784
1,900,inswnity,how many more people need to be injured and killed until we all realize that much stricter gun control is necessary? #PrayForOrlando,0.354166667,3,0.939593983,0.656669808
1,901,Sophie_LeGore,Will this attack finally be enough for Congress to vote on gun reform? Orlando wasn't enough. The countless mass shootings weren't enough.,0.354166667,2,0.919105106,0.484512697
0,902,patryksays,If gun control works then how did the gun control of France save them from Charlie Hebdo or the concert killing?,0.354166667,2,0.57572349,0.510071283
1,903,juliacubalewis,It’s time to admit that toxic masculinity drives gun violence  https://t.co/OHDUUOhQpa,0.354166667,2,0.713117395,0.49178968
1,904,Zobeida_J,"2nd amendment bear arms not a call to arms to kill as Trump is suggesting,if I owned a gun I'd be offended @nytimes  https://t.co/D3arlLvlJM",0.354166667,2,0.763759738,0.083315859
0,905,DuncanScott19,@NewtownAction The UK has gun laws that prevent anyone owning 1. Yet gun crimes are consistantly on the rise. #Fact,0.354166667,2,0.941663535,0.652908028
0,906,Singeroftruth17,@scrowder Republicans want minimum wage and gun control. But those damn republicans keep fighting against it. #LiberalLogic,0.354166667,0,0.828248502,0.925599093
1,907,RantingRedPanda,"Come on Hil, just tell them to go back to the founders' literal words--we interpret the second amendment so incorrectly! #debatenight",0.354166667,0,0.32110478,0.960460257
0,908,TheLizard,"As mayor of Richmond, @timkaine used the city treasury illegally to lobby DC for more gun control. @realDonaldTrump #Corrupt #CorruptKaine",0.354166667,2,0.347754475,0.890225983
1,909,ShePrefersPbks,I think he-who-must-not-be-named is confusing gun violence and prejudice today with 1890s prohibition in Chicago... #debatenight,0.354166667,0,0.620574488,0.539640185
1,910,MamaMilkSD,@SpeakerRyan when is it #enough??? Now is it?? #dallas #DisarmHate #PrayforDallasPD  Everytown for Gun Safety Moms Demand Action - CA,0.354166667,1,0.320747308,0.599358446
1,911,PabloAndYoda,"@rebootreinstahl white people freak out when the topic of gun controls comes up. Keep your guns, but wait a week or 2 for your next gun.",0.354166667,0,0.083099485,0.83514182
0,912,BIGmuddyBRONCO,There was a shooting in #Munich? Quick we better call for gun control in America!!! #leftlogic,0.354166667,2,0.029245925,0.7076718
0,913,TrevorBurns29,"@ColeDonegan ""oh darn, this gun is illegal, I guess I'll just get rid of it and stay home instead of going out and shooting people""",0.354166667,0,0.300058308,0.800113502
1,914,mikalaysia,Mass shooting hit in Orlando gay club early this morning in state w/ lax gun control laws during 2nd weekend of Pride. #PrayforOrlando,0.354166667,2,0.229498157,0.633676394
1,915,ChrisDickinson2,BBC News - US Senate rejects gun control bill:https://t.co/9MFgTAnkJq @SenateGOP Why no gun control for terrorists?  #corruptcongress,0.354166667,2,0.726839861,0.036015578
1,916,ItsAshleyB_,@PaulObrienUSA @MrRedMartian @DestiGrace1 @POTUS is Chicago your only argument? Have you not seen athletes against gun violence before?,0.354166667,0,0.894361049,0.242503261
0,917,bwrebroker,@BreitbartNews As usual immediately pushing gun control instead of Muslim control,0.354166667,2,0.299117699,0.884887756
0,918,AaronBerry11,"@RosemaryConnors @NBCPhiladelphia and, we don't need stricter gun laws? This would never happen in Canada... @POTUS",0.354166667,0,0.261608161,0.352586199
