idx	word	count_total	0	1
1593	lax gun control laws during	0	0	0
1594	has the most restrictive gun laws in the world	1	1	0
1595	restrictive gun laws	1	0	1
1596	most restrictive gun laws in	1	1	0
1597	must have gotten them like chicago	1	1	0
1598	must have gotten them	0	0	0
1599	attack	1	0	1
1600	that congress does not ban them	0	0	0
1601	gun owners so that congress does not ban them	2	2	0
1602	of their own exercising his 2 nd amendment rights	0	0	0
1603	pro gun control really	0	0	0
1604	<user> pro gun control really	0	0	0
1605	a life time member of the <allcaps> nra </allcaps>	0	0	0
1606	to put an end to gun violence	0	0	0
1607	and to put an end to gun	0	0	0
1608	proud to see my senator taking a stand	1	0	1
1609	i am your constituent and i enthusiastically support the	1	0	1
1610	to do about gun violence in this country	0	0	0
1611	going to do about gun violence in this country	1	0	1
1612	enough	24	1	23
1613	senate shoots	1	1	0
1614	all </allcaps> <number> gun control proposals see final tallies	0	0	0
1615	gun control proposals see final	0	0	0
1616	we need gun control	11	1	10
1617	tell republicans in congress	17	0	17
1618	this open letter from national leaders saying \u2018 enough	1	0	1
1619	in wake of	0	0	0
1620	since my dad was taken away from gun violence	3	0	3
1621	stopping needless deaths	0	0	0
1622	focus worldwide on stopping needless deaths	1	1	0
1623	needless deaths	0	0	0
1624	think gun	0	0	0
1625	and you think gun control will stop this	1	1	0
1626	pro2a	0	0	0
1627	unsave without	0	0	0
1628	why does everyone have to go to gun violence	1	0	1
1629	unsave without their	0	0	0
1630	orlando lead us into urgent action against gun violence	1	0	1
1631	to orlando lead us into urgent action against gun	0	0	0
1632	guy who stopped the assailant stopped him with a	0	0	0
1633	when the guy who stopped the assailant stopped him	0	0	0
1634	assailant stopped	0	0	0
1635	who stopped the assailant stopped him with a gun	0	0	0
1636	agree that weapons of war have no place on	0	0	0
1637	war have no place on the streets of america	0	0	0
1638	reap some hard gun control laws any day now	1	0	1
1639	to reap some hard gun control laws any day	0	0	0
1640	really do	0	0	0
1641	there will not be any gun safety regs	0	0	0
1642	so there will not be any gun safety regs	2	0	2
1643	i am a christian	0	0	0
1644	gun carrying	0	0	0
1645	conservative	0	0	0
1646	conservative woman	0	0	0
1647	hahahaha	0	0	0
1648	\u2013 says every liberal	0	0	0
1649	the second amendment \u2013 says every liberal	0	0	0
1650	amendment and the second amendment \u2013 says every liberal	0	0	0
1651	tal tac mfg </hashtag>	0	0	0
1652	concealed carry </hashtag>	0	0	0
1653	gun show	1	1	0
1654	is keeping assault guns away from the hands of	0	0	0
1655	keeping assault guns away from the hands of criminals	0	0	0
1656	issue is keeping assault guns away from the hands	0	0	0
1657	key issue is keeping assault guns away	0	0	0
1658	hate crime	0	0	0
1659	but my heart is still heavy with what	1	0	1
1660	but a blatant hate crime	0	0	0
1661	regulations	0	0	0
1662	real strong stance on gun control and is in	0	0	0
1663	has no real strong stance on gun	0	0	0
1664	stance on gun control and is in the state	0	0	0
1665	blaming peaceful	0	0	0
1666	so blaming peaceful gun owners is not	1	1	0
1667	so blaming peaceful gun	0	0	0
1668	<user> gun violence kills many more americans than terrorism	1	0	1
1669	violence kills	0	0	0
1670	thank you for taking action to end gun violence	1	0	1
1671	<user> thank you for taking action to end gun	0	0	0
1672	us but chicago has turned into a war zone	2	2	0
1673	and the highest murder rate	1	1	0
1674	chicago has the strictest gun control in the nation	1	1	0
1675	no mention of this is being pursued its all	0	0	0
1676	thing and not a islamic terrorist attack thing no	0	0	0
1677	terrorist attack	1	1	0
1678	of this is being pursued its all about the	0	0	0
1679	gun control is our constitutional rights to defend ourselves	2	2	0
1680	control is our constitutional rights to defend ourselves	0	0	0
1681	impassioned plea	0	0	0
1682	steve kerr makes impassioned plea for gun control	1	0	1
1683	steve kerr makes impassioned	0	0	0
1684	s already been ruled on by the supreme court	0	0	0
1685	s defecto gun	1	1	0
1686	ruled	0	0	0
1687	since	0	0	0
1688	<allcaps> per day </allcaps> have died from gun violence	2	0	2
1689	<user> we need a bipartisan gun control bill	2	0	2
1690	rejected	1	0	1
1691	gop </allcaps> lawmaker who rejected the gun control measures	2	0	2
1692	to ease the pain of having a small dick	1	0	1
1693	represent the american people and pass gun control reform	1	0	1
1694	2 nd amend	0	0	0
1695	elects judges then there is something 2 nd amend	1	0	1
1696	nd amend	0	0	0
1697	joined	0	0	0
1698	i joined <user> on the senate floor	1	0	1
1699	why can not gun control be put on the	0	0	0
1700	not gun control be put on the genl election	0	0	0
1701	the genl election ballot and let the citizens vote	1	0	1
1702	worst	0	0	0
1703	to stand in the fight for gun violence prevention	1	0	1
1704	tragedy that this is the worst act of gun	0	0	0
1705	trying move an agenda	0	0	0
1706	tragedy without	0	0	0
1707	the wake of a tragedy without all the facts	0	0	0
1708	there is no bill	0	0	0
1709	no bill of	0	0	0
1710	unlike	0	0	0
1711	about pro gun and anti abortion and trump is	0	0	0
1712	is not racist so im not going to go	1	1	0
1713	abortion	6	4	2
1714	until	1	0	1
1715	using a gun throughout the	0	0	0
1716	identity	0	0	0
1717	a man using a gun throughout the movie	0	0	0
1718	s need pressure cooker control	2	2	0
1719	control ect	0	0	0
1720	harsher gun control will only leave us unarmed	2	2	0
1721	harsher gun	0	0	0
1722	kicking	1	1	0
1723	taking names	0	0	0
1724	senate for failing to pass gun control bills <url>	0	0	0
1725	for failing to pass gun control bills <url> via	2	0	2
1726	<user> thanks for standing up for common	1	0	1
1727	lax laws for gun control save any one in	0	0	0
1728	have open carry laws stopped us cavalcade of chaos	1	0	1
1729	how did our lax laws for gun control save	0	0	0
1730	racial	0	0	0
1731	income equality	0	0	0
1732	enact	0	0	0
1733	enact common sense gun control legislation most americans want	0	0	0
1734	vote to enact common sense gun control legislation most	0	0	0
1735	<allcaps> action	0	0	0
1736	<user> we are sick of moments of silence and	1	1	0
1737	we want <allcaps> action </allcaps> on gun violence	0	0	0
1738	control	3	2	1
1739	devos <url> can not wait <number> hear both sides	1	1	0
1740	gun control activists raise concerns	0	0	0
1741	floor demanding a vote on	0	0	0
1742	house floor demanding a vote on the gun bill	2	0	2
1743	push gun control	0	0	0
1744	in dallas for political gain to push gun control	0	0	0
1745	dallas for political gain to push gun	0	0	0
1746	<user> no do <allcaps> your </allcaps> job	0	0	0
1747	of americans want sanity restored to our gun laws	1	0	1
1748	will use whatever they can get their hands on	1	1	0
1749	<user> gun regulation only works on law abiding citizens	0	0	0
1750	works on law abiding citizens	0	0	0
1751	good thing they got tough gun laws	1	1	0
1752	they got tough gun laws	0	0	0
1753	thing they got tough gun laws	0	0	0
1754	way gun control laws will	0	0	0
1755	voted out as a consequence of not voting yes	0	0	0
1756	the house is when republicans are voted out as	0	0	0
1757	gun control laws will pass the	0	0	0
1758	france has strict gun control and plenty of vibrant	1	1	0
1759	ban assault muslims	0	0	0
1760	strict gun control and plenty of vibrant muslim diversity	0	0	0
1761	<number> to exempt itself from california gun laws	3	3	0
1762	sick gun culture </hashtag> we need to have <number>	0	0	0
1763	</hashtag> we need to have <number> hour hearing on	0	0	0
1764	sick gun	0	0	0
1765	and ending the death penalty	1	0	1
1766	<user> except for legalizing weed	1	0	1
1767	agrees	0	0	0
1768	there is a senate seat up for	0	0	0
1769	is a senate seat up	0	0	0
1770	friends	0	0	0
1771	we should march	0	0	0
1772	to get lawmakers to understand we need gun control	2	2	0
1773	why do we need the second amendment	1	1	0
1774	clowns	0	0	0
1775	everyone a gun so then we can shoot back	1	1	0
1776	gun so then we can shoot back	0	0	0
1777	instead of banning guns	0	0	0
1778	nd amendment	4	1	3
1779	of you should never come this	0	0	0
1780	wink wink to \u2018 2 nd amendment people \u2019	0	0	0
1781	to trust second amendment to hillary clinton <url> via	2	2	0
1782	hillary clinton	3	2	1
1783	overcome due	0	0	0
1784	next monday senate is going to vote on <number>	2	2	0
1785	for your unrelenting efforts to prevent gun violence	1	0	1
1786	better break	0	0	0
1787	and vote for the two gun measures on monday	1	0	1
1788	rank and vote for the two gun measures on	0	0	0
1789	sad	1	0	1
1790	they will shoot down the need for gun control	1	0	1
1791	again they will shoot	0	0	0
1792	didnt	0	0	0
1793	gun violence victims per day either	0	0	0
1794	bernie re missing filibuster	0	0	0
1795	<number> gun violence victims per day either	0	0	0
1796	to be enforced first	0	0	0
1797	<user> <user> <user> these measures do not	1	1	0
1798	the current gun laws	0	0	0
1799	tomorrow is national gun violence	0	0	0
1800	national gun violence awareness day	2	0	2
1801	<user> tomorrow is national gun violence awareness day	0	0	0
1802	know on gun violence awareness	1	1	0
1803	on gun violence awareness day	1	1	0
1804	violence awareness	1	1	0
1805	hay tom dare	1	1	0
1806	hay tom dare u to talk about gun control	1	1	0
1807	<user> felon carrying <allcaps> illegal </allcaps> firearm	0	0	0
1808	are not we supposed to pivot to gun control	1	1	0
1809	illegal	8	8	0
1810	than 3 0 k deaths a year do you	0	0	0
1811	what more proof than 3 0 k deaths a	0	0	0
1812	your gun laws are	0	0	0
1813	year do you need that your gun laws are	0	0	0
1814	scott	0	0	0
1815	for standing up for common sense gun control	1	0	1
1816	only worsen	0	0	0
1817	it will only worsen <emphasis> gun	1	0	1
1818	only worsen <emphasis> gun	0	0	0
1819	those strict gun control laws will help a lot	2	2	0
1820	<user> those strict gun control laws will help a	0	0	0
1821	safe why does so many die daily in chicago	2	2	0
1822	gun laws keeps us	0	0	0
1823	violence for that cop to shoot that poor terrorist	2	2	0
1824	useless	0	0	0
1825	<user> thank you for taking action against gun violence	1	0	1
1826	reduce	1	0	1
1827	with <user> and the need for sensible gun control	1	0	1
1828	im	1	0	1
1829	bad gun	0	0	0
1830	say how bad gun control	0	0	0
1831	bad gun control	0	0	0
1832	my <user> page <user> lead on ending gun violence	2	0	2
1833	\ud83d\ude02 \ud83d\ude02 \ud83d\udd2b \ud83d\udd2b \ud83d\udd2b	1	1	0
1834	moms demand action for gun control	0	0	0
1835	moms demand action for	0	0	0
1836	look what happened <allcaps> immediately </allcaps> after	0	0	0
1837	</allcaps> after house and senate pushed for gun control	2	2	0
1838	about gun control	2	1	1
1839	disprove <allcaps> everything </allcaps> liberals say about gun control	1	1	0
1840	liberals	2	2	0
1841	gun thing it was a islamic terrorist attack <url>	2	2	0
1842	no buy </hashtag> will not stop all gun violence	0	0	0
1843	no fly no buy </hashtag> will not stop all	0	0	0
1844	but we have to start somewhere	0	0	0
1845	<user> <user> gun is not the problem its people	1	1	0
1846	congress need	0	0	0
1847	<user> gun control at its best	2	2	0
1848	survivor of unintentional gun violence due to negligent gun	0	0	0
1849	of unintentional gun violence due to negligent gun owners	1	0	1
1850	unintentional gun violence due to negligent gun owners	0	0	0
1851	im not here	0	0	0
1852	to see you get shot by someone who shouldnt	0	0	0
1853	im not here to take away your	0	0	0
1854	ve had a gun in the 1 st place	0	0	0
1855	whoopi goldberg sets her sights on	0	0	0
1856	amendment supporters	1	1	0
1857	ban assault weapons	11	0	11
1858	boston globe	6	0	6
1859	proactive technology will help stop the gun violence	1	0	1
1860	would suggest ending	0	0	0
1861	u guys have all those pesky gun control rules	1	0	1
1862	pesky gun	0	0	0
1863	good citizens i am so pro gun and against	2	2	0
1864	guns and gun laws affect only good citizens i	0	0	0
1865	was	1	0	1
1866	trump suggests obama was involved with orlando shooting	1	0	1
1867	suggests obama was involved	0	0	0
1868	the orlando shooting on gun control is because him	2	2	0
1869	obama blames the	0	0	0
1870	and background checks do not seem to stop them	2	2	0
1871	stupid gun laws and background checks	0	0	0
1872	steps	0	0	0
1873	we continue to make small steps towards gun control	0	0	0
1874	progress as we continue to make small steps towards	0	0	0
1875	means we are making progress as we continue to	0	0	0
1876	stephanie and i spoke about gun safety in america	0	0	0
1877	underthe	0	0	0
1878	spoke about gun safety in america	0	0	0
1879	toddlers but believes that late term abortion is ok	2	2	0
1880	term abortion	0	0	0
1881	understand that crooks and crims dont register their firearms	3	3	0
1882	that he decided to	0	0	0
1883	talk about gun control in texas	0	0	0
1884	he decided to talk about gun control in texas	0	0	0
1885	public	1	0	1
1886	public health </hashtag> response to gun violence using	1	0	1
1887	awoken a sleeping	0	0	0
1888	<user> the orlando shooter has awoken a sleeping giant	0	0	0
1889	well organized	0	0	0
1890	very well organized and will join the gun debate	0	0	0
1891	ve been prevented if we had stricter gun laws	3	0	3
1892	t gonna stop criminals from getting guns	2	2	0
1893	stop criminals	0	0	0
1894	gun control laws that p much ended mass shootings	3	3	0
1895	highr suicide	0	0	0
1896	highr suicide rates have more gun ownrshp	1	0	1
1897	lwr rates in states w	0	0	0
1898	rn	3	0	3
1899	on the nose speaking about hillary and gun control	1	1	0
1900	is roasting hillary and liberals	0	0	0
1901	state with the strictest gun laws in the nation	1	0	1
1902	it was a false alarm in a gun free	0	0	0
1903	maybe	0	0	0
1904	gun violence so we can keep <user> out of	0	0	0
1905	plan to	0	0	0
1906	<user> maybe we could come up with a plan	0	0	0
1907	true winston	0	0	0
1908	<user> that is so true winston	0	0	0
1909	nc loss	0	0	0
1910	week to gun violenceno one thinks about the small	0	0	0
1911	joe	0	0	0
1912	election	0	0	0
1913	we will elect a new	0	0	0
1914	more gun control like a fish needs a bicycle	1	1	0
1915	more gun control	0	0	0
1916	america needs	0	0	0
1917	supports taking gun rights away with no due process	1	1	0
1918	trump supports taking gun rights away with no	0	0	0
1919	were you saying about him not being a leftist	0	0	0
1920	the 1 st <number> know gun laws do not	1	1	0
1921	know that gun laws wont stop radical islamic terrorism	0	0	0
1922	gun laws wont stop	0	0	0
1923	and effective recruitment strategies to weed out racist police	1	1	0
1924	tight gun laws and effective recruitment strategies to weed	0	0	0
1925	gun laws and	0	0	0
1926	make a speech without blaming this on gun control	2	2	0
1927	a speech without blaming this	0	0	0
1928	<number> mass	0	0	0
1929	will <user> allow a vote to address our nation	2	0	2
1930	protesters railed in tampa	0	0	0
1931	<user> <user> protesters railed in tampa on <date>	1	0	1
1932	<user> protesters railed	0	0	0
1933	chicago gun laws not enough	1	0	1
1934	so do guns that kill so many	1	0	1
1935	heave	0	0	0
1936	on chicago and their heave gun control laws	0	0	0
1937	story on chicago and their heave gun control laws	1	1	0
1938	hillary said	0	0	0
1939	said is not an answer to how you </allcaps>	1	0	1
1940	second amendment donald </allcaps>	0	0	0
1941	that is why the government wants more gun control	1	1	0
1942	government	1	1	0
1943	his filibuster	0	0	0
1944	thank <user> for his filibuster to end gun violence	1	0	1
1945	report	0	0	0
1946	our latest report offers solutions to reduce gun violence	1	0	1
1947	latest report	0	0	0
1948	benghazi	0	0	0
1949	the <allcaps> potus </allcaps> election polls	0	0	0
1950	<allcaps> potus </allcaps> election polls	0	0	0
1951	benghazi report up	0	0	0
1952	1 million people shd	0	0	0
1953	1 million people shd come to congress sit	2	0	2
1954	wearing orange	0	0	0
1955	wearing orange for gun violence awareness	0	0	0
1956	now is the time to act </hashtag>	0	0	0
1957	stop attack second amendment	2	2	0
1958	gun manufacturers for the actions of criminal third parties	2	2	0
1959	she will allow lawsuits on gun manufacturers	0	0	0
1960	<user> we already have sensible gun control	1	1	0
1961	<user> we already have sensible gun	0	0	0
1962	enact gun laws that would curb the cause of	1	1	0
1963	cause of the majority of gun violence in the	0	0	0
1964	the cause of the majority of gun violence in	0	0	0
1965	kaine gives	0	0	0
1966	powerful speech on gun violence <url> via <user>	0	0	0
1967	tim kaine gives emotional	0	0	0
1968	sen	1	0	1
1969	mayors urge gun control	0	0	0
1970	as towns across n.j. announce vigils for orlando <url>	0	0	0
1971	mayors urge gun	0	0	0
1972	unity as towns across n.j. announce	0	0	0
1973	five slain dallas police officers thought about gun control	2	2	0
1974	police officers thought	0	0	0
1975	floor in push for gun control <allcaps> right now	0	0	0
1976	hold senate floor in push for gun control <allcaps>	0	0	0
1977	democrats hold senate floor in	0	0	0
1978	localize gun laws <url> via	0	0	0
1979	tx lege </hashtag> localize gun laws <url> via	1	0	1
1980	toxic masculinity drives gun violence	0	0	0
1981	time to admit that toxic masculinity drives gun violence	1	0	1
1982	admit that toxic masculinity drives gun violence	0	0	0
1983	ugly	0	0	0
1984	<user> please take action to stop this ugly pattern	0	0	0
1985	<user> please take action	0	0	0
1986	sad to see gun violence already unfolding in <number>	0	0	0
1987	crime	1	0	1
1988	and sisters dead in a hate crime in orlando	1	0	1
1989	but congress will do nothing about gun reform	0	0	0
1990	buy pink ammo \ud83d\ude02 \ud83d\ude02	0	0	0
1991	<user> <user> do not worry most of us support	0	0	0
1992	worry most of us support the second amendment too	0	0	0
1993	s inhumane to make people defenseless against evil	1	1	0
1994	the police will help id the bodies	0	0	0
1995	inhumane to make people defenseless against	0	0	0
1996	gun violence by taking guns away from citizens	0	0	0
1997	stop gun violence by taking guns away from citizens	2	2	0
1998	how is gun control here stopping isis	2	2	0
1999	here stopping isis	0	0	0
2000	<number> years	0	0	0
2001	not taken common sense steps to prevent gun violence	1	0	1
2002	have not taken common sense steps to prevent gun	0	0	0
2003	a police state and you will attempt to do	0	0	0
2004	in england it became a police state and you	0	0	0
2005	when they banned semi	0	0	0
2006	police state and you will attempt to do the	0	0	0
2007	gun control not working	0	0	0
2008	<user> <user> dc gun control not working	1	1	0
2009	dc gun	0	0	0
2010	until we get a vote to address gun violence	1	0	1
2011	house floor until we get a vote to	0	0	0
2012	s vote on these commonsense gun laws for the	0	0	0
2013	vote on these commonsense gun laws for the children	1	1	0
2014	<user> but no mothers of victims of gun violence	2	0	2
2015	is he wrong daniel	0	0	0
2016	you want gun control	0	0	0
2017	zone	0	0	0
2018	<user> <user> where is he wrong daniel	0	0	0
2019	pray	2	2	0
2020	not so much about gun control as it	0	0	0
2021	much about gun control as it is about what	0	0	0
2022	the lowest crime rate and they have lenient gun	3	3	0
2023	another example of immigration and gun	0	0	0
2024	example of immigration and gun control	0	0	0
2025	of immigration	0	0	0
2026	s second amendment comments <url> via	1	0	1
2027	s daughter has something to say about trump	1	0	1
2028	abortion or	0	0	0
2029	abortion or heart disease then we can talk numbers	1	1	0
2030	s second amendment stand	2	2	0
2031	inflict harm are not fazed by gun control laws	3	3	0
2032	heroine	0	0	0
2033	<user> thank you for standing up to gun violence	4	0	4
2034	loophole	2	1	1
2035	end gun violence in our community	2	0	2
2036	american people want congress to	0	0	0
2037	american people want	0	0	0
2038	chld abus	0	0	0
2039	the study on frontl brn dmg sometime	1	1	0
2040	educ	0	0	0
2041	the second amendment might be necessary	0	0	0
2042	amendment might be necessary	0	0	0
2043	where the second amendment might be necessary	0	0	0
2044	blame can i blame gun	0	0	0
2045	blame gun violence on peaceful <allcaps> nra </allcaps> supporters	1	0	1
2046	can i blame gun violence on peaceful <allcaps> nra	0	0	0
2047	caught	0	0	0
2048	from clinton on gun control	1	1	0
2049	dem caught on	0	0	0
2050	a gun free world will not be a gun	2	2	0
2051	bathroom	0	0	0
2052	our biggest problems are gun control and bathroom policy	1	1	0
2053	a gun owner pass the gun bill for sensible	0	0	0
2054	owner pass the gun bill for sensible gun buying	1	0	1
2055	gun owner	0	0	0
2056	unexpected nap to tweet with lucifer about gun control	1	0	1
2057	waking up from an unexpected nap to tweet with	0	0	0
2058	tweet with lucifer about gun control	0	0	0
2059	of 2 nd amendment shapes	0	0	0
2060	of gun violence <user> patrick oliver <user> <user> <user>	1	1	0
2061	social media <url> via	0	0	0
2062	why the house democrats	1	1	0
2063	why lax laws outside major cities contribute to our	0	0	0
2064	outside major cities contribute to our gun violence epidemic	1	0	1
2065	laws outside major cities contribute to our gun violence	0	0	0
2066	comments disqualify him	0	0	0
2067	comments disqualify him from office	1	0	1
2068	comments disqualify	0	0	0
2069	try to sustain push for gun control	0	0	0
2070	house democrats try to sustain push for gun control	1	0	1
2071	house democrats	4	0	4
2072	<user> run your due process while	0	0	0
2073	able <number> buy weapons of mass murder i support	2	0	2
2074	terrorists equal more gun confiscation to	0	0	0
2075	because more terrorists equal more gun confiscation to the	1	1	0
2076	more terrorists equal more gun confiscation	0	0	0
2077	control a shot	0	0	0
2078	why we need to give gun control a shot	0	0	0
2079	is why we need	0	0	0
2080	would not be news	0	0	0
2081	a dumb dumb to pull the trigger thks u	2	0	2
2082	small replica tremendous supreme court apologize etc etc </allcaps>	3	0	3
2083	hillary turned orlando into politics for	0	0	0
2084	hillary turned orlando into politics for gun control	1	1	0
2085	hillary turned orlando into politics	0	0	0
2086	check	0	0	0
2087	<allcaps> exploring ways to safer communities </allcaps>	2	0	2
2088	2 d amendment is not the issue	0	0	0
2089	amendment is not the issue	0	0	0
2090	it the people behind the gun is the issue	0	0	0
2091	per	0	0	0
2092	in protest on gun control	0	0	0
2093	breaking </hashtag> <allcaps> gop </allcaps> senators are staging a	2	0	2
2094	<user> completely ignoring the gun issue and	1	1	0
2095	ignoring	0	0	0
2096	himself up with a bit of islamaphobia	0	0	0
2097	could derail spending process over gun control	0	0	0
2098	democrats could derail spending process over gun control effort	2	0	2
2099	d regret making	0	0	0
2100	d regret making that whole	1	1	0
2101	honor dad killed by chicago gun violence <url> via	2	0	2
2102	scholarship to honor dad killed by	0	0	0
2103	uses dallas police shootings for gun control push <url>	2	2	0
2104	obama uses dallas police shootings for	0	0	0
2105	from gun laws in the golden state <url> via	1	1	0
2106	</allcaps> from gun laws in the golden state <url>	0	0	0
2107	exempt themselves </allcaps> from gun laws in the golden	0	0	0
2108	good dose of thug control instead of gun control	2	2	0
2109	people who commit crimes should be held accountable	0	0	0
2110	gay	0	0	0
2111	send our illegals back to the us	0	0	0
2112	send our illegals back	0	0	0
2113	until they have gun control	0	0	0
2114	her secret service detail making herself a gun free	1	1	0
2115	gun control she should start with her secret service	0	0	0
2116	hillary wants gun	0	0	0
2117	hoarding american gun owners \u2019 personal information <url> via	1	1	0
2118	illegally hoarding american gun owners \u2019 personal information <url>	0	0	0
2119	is illegally hoarding	0	0	0
2120	we barely have any shootings whereas america has <number>	0	0	0
2121	barely have any shootings whereas america has <number> or	0	0	0
2122	and we barely have any shootings whereas america has	0	0	0
2123	<number> or more people killed by gun violence every	0	0	0
2124	pigs its	0	0	0
2125	<user> <user> you pigs its gun violence	1	1	0
2126	islam	1	1	0
2127	<allcaps> knows how to use it </allcaps>	0	0	0
2128	<repeated> lowest crime rate in	0	0	0
2129	lowest crime	0	0	0
2130	gun and <allcaps> knows how to use it </allcaps>	0	0	0
2131	not to mention it was a gun free zone	1	1	0
2132	clearly did not stop him did it stuart	0	0	0
2133	clearly did not stop	0	0	0
2134	mph	0	0	0
2135	<user> <allcaps> mph </allcaps> student <user> <user> <user> <user>	0	0	0
2136	health equity </hashtag>	0	0	0
2137	panel includes <user> <allcaps> mph </allcaps> student <user> <user>	0	0	0
2138	is a criminal background check	0	0	0
2139	check and is it the answer for gun control	0	0	0
2140	a criminal background check and is it the answer	0	0	0
2141	we do not get gun crime in the uk	1	1	0
2142	stop blocking	3	0	3
2143	stop blocking gun violence research	5	0	5
2144	nd </hashtag> amendment	0	0	0
2145	deterrent to those with guns to upset the peace	1	1	0
2146	of sound minded citizens is a deterrent to	0	0	0
2147	testing	1	1	0
2148	gun </hashtag> control as way <number> unseat repubs	1	0	1
2149	<number> unseat repubs	0	0	0
2150	rep rogers	0	0	0
2151	how is american	0	0	0
2152	risk from terrorists than gun violence in the us	0	0	0
2153	<user> for taking a stand today in the senate	1	0	1
2154	muslim not on lists nor was the others terrorist	2	2	0
2155	more laws will not fix	0	0	0
2156	be	1	1	0
2157	members claim to be pro life and anti common	2	0	2
2158	gun legislation has missed the mark	1	1	0
2159	the problem isn \u2019 t the u.s. constitution	0	0	0
2160	the most guns also have highest rates gun violence	2	0	2
2161	second amendment rights of	0	0	0
2162	second amendment rights of alton sterling and philando castile	1	0	1
2163	amendment rights of	0	0	0
2164	control debate	2	1	1
2165	let \u2019 s recognize \u2018 well	1	0	1
2166	in gun control debate	0	0	0
2167	to do nothing we need idiot control not gun	2	2	0
2168	free zone again leaves people defenseless but for <number>	2	2	0
2169	defenseless	0	0	0
2170	<allcaps> glac	0	0	0
2171	friends of the gun violence victims in ft lauderdale	2	0	2
2172	urging	0	0	0
2173	<allcaps> nba </allcaps> stars open	0	0	0
2174	esp ys </hashtag> urging end to profiling	0	0	0
2175	stars	0	0	0
2176	legislating	0	0	0
2177	it comes to legislating gun safety and violence protection	1	0	1
2178	my opponent was just given a ranking of	0	0	0
2179	own <allcaps> outrageous </allcaps> gun laws	0	0	0
2180	<allcaps> outrageous </allcaps> gun laws	0	0	0
2181	outrageous </allcaps> gun laws	0	0	0
2182	instead of jihad by accident	1	1	0
2183	instead of jihad	0	0	0
2184	jihad	0	0	0
2185	would lift the ban on <allcaps> cdc </allcaps> research	1	0	1
2186	a tad	0	0	0
2187	<user> <user> <user> i am all for gun control	1	0	1
2188	but this seems a tad far fetched	0	0	0
2189	higher moral standards are shared and even demanded	0	0	0
2190	until higher moral standards are	1	1	0
2191	until higher moral standards are shared and even demanded	3	3	0
2192	how would gun bans or gun control prevent an	8	8	0
2193	specifically how would gun bans or gun control prevent	1	1	0
2194	sense gun	0	0	0
2195	d or being in dc and demanding action	1	0	1
2196	or being in dc and demanding action	0	0	0
2197	we better change gun laws <allcaps> asap </allcaps> then	1	1	0
2198	gun laws <allcaps>	0	0	0
2199	better change gun laws <allcaps> asap </allcaps> then	0	0	0
2200	violent crime	1	1	0
2201	do you know why violent crime is down	0	0	0
2202	most states have relaxed their gun laws	0	0	0
2203	s producers repeatedly broke federal gun laws <url> via	3	3	0
2204	people on gun control <url> via	0	0	0
2205	house sit	0	0	0
2206	who truly represents the people on gun control <url>	0	0	0
2207	want 2 nd amendment	0	0	0
2208	<repeated> where are gun shootings	0	0	0
2209	<user> how many want 2 nd amendment	0	0	0
2210	ucla	0	0	0
2211	lose their loved ones to gun violence in america	1	0	1
2212	<number> families lose their loved ones to gun violence	0	0	0
2213	firearms highlights	1	0	1
2214	our new report on civilian use of firearms highlights	3	0	3
2215	civilian use of firearms highlights	1	0	1
2216	mental health reporting for background	0	0	0
2217	kids die a day from gun violence in	0	0	0
2218	mental health reporting for background checks	0	0	0
2219	day from gun violence in the <allcaps> usa </allcaps>	0	0	0
2220	took a major	0	0	0
2221	a major step toward better understanding gun violence <url>	1	0	1
2222	just took a major step toward better	0	0	0
2223	ignore	0	0	0
2224	today i continue to demand that congress vote to	1	0	1
2225	we will not ignore the gun violence	0	0	0
2226	were lost due to gun violence in the us	0	0	0
2227	other lives were lost due to gun violence in	0	0	0
2228	due to gun violence in the us this weekend	0	0	0
2229	in to protest gun violence	5	0	5
2230	to protest gun violence	3	0	3
2231	<url> <user> why no gun control for terrorists	1	0	1
2232	us senate rejects gun control bill	0	0	0
2233	destroying	2	1	1
2234	we realize the <allcaps> nra </allcaps> is destroying america	1	0	1
2235	realize the <allcaps> nra </allcaps> is destroying america	0	0	0
2236	liberals putting gun control on everything these	0	0	0
2237	liberals putting gun control on everything these days	1	1	0
2238	liberals putting gun	0	0	0
2239	the person or ideology that kills not the gun	1	1	0
2240	or ideology that kills not the gun	0	0	0
2241	ideology	1	1	0
2242	donald trump evokes the second amendment	0	0	0
2243	shoots	0	0	0
2244	foot	0	0	0
2245	<repeated> and shoots himself in the foot	0	0	0
2246	your last defense against tyranny	0	0	0
2247	gun control worked great for	0	0	0
2248	2 a </hashtag> is your last defense against tyranny	0	0	0
2249	not so much for the	0	0	0
2250	racist people convention	0	0	0
2251	rn cin cle </hashtag> all the racist people convention	1	0	1
2252	law abiding gun owners because of a few morons	1	1	0
2253	abiding gun owners because of a	0	0	0
2254	<repeated> lets punish the over <number>	0	0	0
2255	<user> the democrats voted down republican gun control measures	3	3	0
2256	everytime	0	0	0
2257	not the answer everytime there a shooting in this	0	0	0
2258	mouths shut gun	0	0	0
2259	answer everytime there a shooting in this country </allcaps>	0	0	0
2260	ban dems	0	0	0
2261	<user> <user> ban dems from gun purchases	1	1	0
2262	<user> ban dems from gun purchases	0	0	0
2263	favor gun control because it makes people more safe	1	1	0
2264	favor	0	0	0
